timestamp,participant,hour_of_day,day_of_week,sleep_duration,deep_sleep_min,resting_hr,stress,steps_last_3h,task_density,focus_proxy,resting_hr_delta_7d,data_origin
2026-06-13T09:00:00+00:00,drift-user,9,5,10.33,92.5,62.3,45.3,308.3,3,3.874,0.0,synthetic
2026-06-13T10:00:00+00:00,drift-user,10,5,10.33,92.5,62.3,45.3,907.7,1,3.892,0.0,synthetic
2026-06-13T11:00:00+00:00,drift-user,11,5,10.33,92.5,62.3,45.3,1050.8,1,3.652,0.0,synthetic
2026-06-13T12:00:00+00:00,drift-user,12,5,10.33,92.5,62.3,45.3,829.8,1,5.0,0.0,synthetic
2026-06-13T13:00:00+00:00,drift-user,13,5,10.33,92.5,62.3,45.3,300.2,0,4.597,0.0,synthetic
2026-06-13T14:00:00+00:00,drift-user,14,5,10.33,92.5,62.3,45.3,157.1,2,3.328,0.0,synthetic
2026-06-13T15:00:00+00:00,drift-user,15,5,10.33,92.5,62.3,45.3,267.5,2,3.673,0.0,synthetic
2026-06-13T16:00:00+00:00,drift-user,16,5,10.33,92.5,62.3,45.3,694.5,4,3.752,0.0,synthetic
2026-06-13T17:00:00+00:00,drift-user,17,5,10.33,92.5,62.3,45.3,1023.8,3,3.243,0.0,synthetic
2026-06-13T18:00:00+00:00,drift-user,18,5,10.33,92.5,62.3,45.3,1314.7,2,3.313,0.0,synthetic
2026-06-13T19:00:00+00:00,drift-user,19,5,10.33,92.5,62.3,45.3,1176.2,4,3.634,0.0,synthetic
2026-06-13T20:00:00+00:00,drift-user,20,5,10.33,92.5,62.3,45.3,1010.6,0,3.523,0.0,synthetic
2026-06-13T21:00:00+00:00,drift-user,21,5,10.33,92.5,62.3,45.3,522.0,1,2.914,0.0,synthetic
2026-06-13T22:00:00+00:00,drift-user,22,5,10.33,92.5,62.3,45.3,259.6,2,2.802,0.0,synthetic
2026-06-13T23:00:00+00:00,drift-user,23,5,10.33,92.5,62.3,45.3,96.4,1,2.848,0.0,synthetic
2026-06-14T09:00:00+00:00,drift-user,9,6,8.21,112.1,59.7,36.5,621.3,2,3.566,-1.3,synthetic
2026-06-14T10:00:00+00:00,drift-user,10,6,8.21,112.1,59.7,36.5,1016.3,1,3.958,-1.3,synthetic
2026-06-14T11:00:00+00:00,drift-user,11,6,8.21,112.1,59.7,36.5,1310.3,1,3.248,-1.3,synthetic
